,user_id,user_text,action,response_text,incomplete_action,parameters
150,U9Q3FND6E,Give me 2 melodic works by Debussy composed between 1890 and 1900,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'melodic', 'doremus-artist-prev': '', 'date-period': '1890-01-01/1900-12-31'}"
151,U9Q3FND6E,Give me 2 melodies by Debussy composed between 1890 and 1900,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'mld', 'doremus-artist-prev': '', 'date-period': '1890-01-01/1900-12-31'}"
152,U9Q3FND6E,Give me 2 concertos by Debussy composed between 1890 and 1900,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'co', 'doremus-artist-prev': '', 'date-period': '1890-01-01/1900-12-31'}"
153,U9Q3FND6E,Give me 2 melodies by Debussy,works-by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'mld', 'doremus-artist-prev': '', 'date-period': ''}"
154,U9Q3FND6E,Give me 2 concertos by Debussy,works-by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
155,U9Q3FND6E,no,works-by - no,,False,{}
156,U9Q3FND6E,Give me 2 concerts by Debussy composed between 1890 and 1900,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'co', 'doremus-artist-prev': '', 'date-period': '1890-01-01/1900-12-31'}"
157,U9Q3FND6E,Give me 2 concerts by Debussy,works-by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'co', 'doremus-artist-prev': '', 'date-period': ''}"
158,U9Q3FND6E,no,works-by - no,,False,{}
159,U9Q3FND6E,Give me 2 melodies by Debussy composed between 1890 and 1900,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'mld', 'doremus-artist-prev': '', 'date-period': '1890-01-01/1900-12-31'}"
160,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
161,U9Q3FND6E,Give me 2 concerts by Debussy,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'co', 'doremus-artist-prev': '', 'date-period': ''}"
162,U9Q3FND6E,Give me 2 concerts,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': '', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'co', 'doremus-artist-prev': '', 'date-period': ''}"
163,U9Q3FND6E,yes,works-by - yes,"Ok, tell me what",False,{}
164,U9Q3FND6E,artist,works-by-artist,Sure! Who is the artist?,True,{'doremus-artist': ''}
165,U9Q3FND6E,debussy,works-by-artist,Perfect! Do you want to add something?,False,{'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6'}
166,U9Q3FND6E,no,works-by - no,,False,{}
167,U9Q3FND6E,Give me 2 works by Debussy,works-by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
168,U9Q3FND6E,Give me 2 concerts by Debussy,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'co', 'doremus-artist-prev': '', 'date-period': ''}"
169,U9Q3FND6E,Give me 10 concerts by Debussy,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '10', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'co', 'doremus-artist-prev': '', 'date-period': ''}"
170,U9Q3FND6E,Give me 2 melodies by Debussy,works-by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'mld', 'doremus-artist-prev': '', 'date-period': ''}"
171,U9Q3FND6E,Give me 2 concerts by Debussy,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'co', 'doremus-artist-prev': '', 'date-period': ''}"
172,U9Q3FND6E,Give me 2 concerts by Debussy composed between 1890 and 1900,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'co', 'doremus-artist-prev': '', 'date-period': '1890-01-01/1900-12-31'}"
173,U9Q3FND6E,Give me the melodies by Debussy composed between 1890 and 1900,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '1900', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': 'and', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': '1890-01-01/1890-12-31'}"
174,U9Q3FND6E,Give me the melodies,works-by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '', 'doremus-artist': '', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'mld', 'doremus-artist-prev': '', 'date-period': ''}"
175,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
176,U9Q3FND6E,Give me some works by Debussy,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
177,U9Q3FND6E,Yes the genre,works-by-genre,"Ok! Just tell me the genre, please",True,{'doremus-genre': ''}
178,U9Q3FND6E,melodie,works-by-genre,Perfect! Do you want to add something?,False,{'doremus-genre': 'mld'}
179,U9Q3FND6E,yes also the composition period,works-by-years,Ok! What's the composition period?,True,{'date-period': ''}
180,U9Q3FND6E,between 1890 and 1900,works-by-years,Perfect! Do you want to add something?,False,{'date-period': '1890-01-01/1900-12-31'}
181,U9Q3FND6E,no thanks,works-by - no,,False,{}
182,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
183,U9Q3FND6E,Give me some works by Debussy,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
184,U9Q3FND6E,yes the genre please,works-by-genre,"Ok! Just tell me the genre, please",True,{'doremus-genre': ''}
185,U9Q3FND6E,melodie,works-by-genre,Perfect! Do you want to add something?,False,{'doremus-genre': 'mld'}
186,U9Q3FND6E,yes also the composition year,works-by-years,Ok! What's the composition period?,True,{'date-period': ''}
187,U9Q3FND6E,between 1890 and 1900,works-by-years,Perfect! Do you want to add something?,False,{'date-period': '1890-01-01/1900-12-31'}
188,U9Q3FND6E,no thakns,works-by - no,,False,{}
189,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
190,U9Q3FND6E,give me 2 works by Debussy,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
191,U9Q3FND6E,yes the genre,works-by-genre,"Ok! Just tell me the genre, please",True,{'doremus-genre': ''}
192,U9Q3FND6E,melody,works-by-genre,Perfect! Do you want to add something?,False,{'doremus-genre': 'mld'}
193,U9Q3FND6E,yes the composition period,works-by-years,All right! Tell me the composition period,True,{'date-period': ''}
194,U9Q3FND6E,between 1890 and 1900,works-by-years,Perfect! Do you want to add something?,False,{'date-period': '1890-01-01/1900-12-31'}
195,U9Q3FND6E,no thanks,works-by - no,,False,{}
196,U9Q3FND6E,Give me some works by Debussy,works-by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
197,U9Q3FND6E,yes the genre,works-by-genre,"Ok! Just tell me the genre, please",True,{'doremus-genre': ''}
198,U9Q3FND6E,melody,works-by-genre,Perfect! Do you want to add something?,False,{'doremus-genre': 'mld'}
199,U9Q3FND6E,yes the composition period,works-by-years,Ok! What's the composition period?,True,{'date-period': ''}
200,U9Q3FND6E,between 1890 and 1900,works-by-years,Perfect! Do you want to add something?,False,{'date-period': '1890-01-01/1900-12-31'}
201,U9Q3FND6E,no thanks,works-by - no,,False,{}
202,U9Q3FND6E,give me 2 works by debussy,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
203,U9Q3FND6E,yes the genre,works-by-genre,"Ok! Just tell me the genre, please",True,{'doremus-genre': ''}
204,U9Q3FND6E,melody,works-by-genre,Perfect! Do you want to add something?,False,{'doremus-genre': 'mld'}
205,U9Q3FND6E,the composition period,works-by-years,Ok! What's the composition period?,True,{'date-period': ''}
206,U9Q3FND6E,between 1890 and 1900,works-by-years,Perfect! Do you want to add something?,False,{'date-period': '1890-01-01/1900-12-31'}
207,U9Q3FND6E,no thanks,works-by - no,,False,{}
208,U9Q3FND6E,give me 2 works by Debussy,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
209,U9Q3FND6E,yes the genre,works-by-genre,"Ok! Just tell me the genre, please",True,{'doremus-genre': ''}
210,U9Q3FND6E,melody,works-by-genre,Perfect! Do you want to add something?,False,{'doremus-genre': 'mld'}
211,U9Q3FND6E,yes the composition period,works-by-years,Ok! What's the composition period?,True,{'date-period': ''}
212,U9Q3FND6E,between 1890 and 1900,works-by-years,Perfect! Do you want to add something?,False,{'date-period': '1890-01-01/1900-12-31'}
213,U9Q3FND6E,no thanks,works-by - no,,False,{}
214,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
215,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
216,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
217,U9Q3FND6E,give me 2 works by Debussy,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
218,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
219,U9Q3FND6E,give me 2 works by Debussy,works-by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
220,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
221,U9Q3FND6E,yes the composition year,works-by-years,All right! Tell me the composition period,True,{'date-period': ''}
222,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
223,U9Q3FND6E,salut,works-by-years,All right! Tell me the composition period,True,{'date-period': ''}
224,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
225,U9Q3FND6E,salut,works-by-years,Ok! What's the composition period?,True,{'date-period': ''}
226,U9Q3FND6E,salut,works-by-years,All right! Tell me the composition period,True,{'date-period': ''}
227,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
228,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
229,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
230,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
231,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
232,U9Q3FND6E,give me 2 melody by vivaldi,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'b34f92ab-ad86-361b-a8b8-5c3a4db784d0', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': 'mld', 'doremus-artist-prev': '', 'date-period': ''}"
233,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
234,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
235,U9Q3FND6E,give me 2 works by Mozart,works-by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': '4802a043-23bb-3b8d-a443-4a3bd22ccc63', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
236,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
237,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
238,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
239,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
240,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
241,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
242,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
243,U9Q3FND6E,tell me 2 works by Vivaldi,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': 'b34f92ab-ad86-361b-a8b8-5c3a4db784d0', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
244,U9Q3FND6E,no,works-by - no,,False,{}
245,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
246,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
247,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
248,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
249,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
250,U9Q3FND6E,tell me something about debussy,discover-artist,,False,{'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6'}
251,U9Q3FND6E,find me an artist born in Saint-Germain-en-Laye,find-artist,,False,"{'number': '', 'doremus-instrument': [], 'date-period': '', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
252,U9Q3FND6E,Find an artist born between 1860 and 1870 who wrote more works for piano,find-artist,,False,"{'number': '', 'doremus-instrument': ['kpf'], 'date-period': '1860-01-01/1870-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
253,U9Q3FND6E,Find an artist born between 1862 and 1873 who wrote more works for piano,find-artist,,False,"{'number': '', 'doremus-instrument': ['kpf'], 'date-period': '1862-01-01/1873-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
254,U9Q3FND6E,Find an artist born in 1862,find-artist,,False,"{'number': '', 'doremus-instrument': [], 'date-period': '1862-01-01/1862-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
255,U9Q3FND6E,Find one artist born in 1862,find-artist,,False,"{'number': '1', 'doremus-instrument': [], 'date-period': '1862-01-01/1862-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
256,U9Q3FND6E,Find one artist born in 1862 who wrote more melody,find-artist,,False,"{'number': '1', 'doremus-instrument': [], 'date-period': '1862-01-01/1862-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': 'mld'}"
257,U9Q3FND6E,Find one artist born in 1862 who wrote more works for piano,find-artist,,False,"{'number': '1', 'doremus-instrument': ['kpf'], 'date-period': '1862-01-01/1862-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
258,U9Q3FND6E,Find one artist born between 1860 and 1870 who wrote more melodies,find-artist,,False,"{'number': '1', 'doremus-instrument': [], 'date-period': '1860-01-01/1860-12-31', 'geo-city': '', 'doremus-strictly': 'and', 'doremus-genre': 'mld'}"
259,U9Q3FND6E,Find one artist born between 1860 and 1870 who wrote more works for piano,find-artist,,False,"{'number': '1', 'doremus-instrument': ['kpf'], 'date-period': '1860-01-01/1870-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
260,U9Q3FND6E,Find an artist born between 1861 and 1870 who wrote more works for piano,find-artist,,False,"{'number': '', 'doremus-instrument': ['kpf'], 'date-period': '1861-01-01/1870-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
261,U9Q3FND6E,Find one artist born between 1861 and 1870 who wrote more works for piano,find-artist,,False,"{'number': '1', 'doremus-instrument': ['kpf'], 'date-period': '1861-01-01/1870-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
262,U9Q3FND6E,Find one artist born between 1861 and 1870 who wrote more concertos,find-artist,,False,"{'number': '1', 'doremus-instrument': [], 'date-period': '1861-01-01/1861-12-31', 'geo-city': '', 'doremus-strictly': 'and', 'doremus-genre': ''}"
263,U9Q3FND6E,Find an artist born between 1860 and 1870 who wrote more works for piano,find-artist,,False,"{'number': '', 'doremus-instrument': ['kpf'], 'date-period': '1860-01-01/1870-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
264,U9Q3FND6E,Find 3 artists born between 1860 and 1870 who wrote more works for piano,find-artist,,False,"{'number': '3', 'doremus-instrument': ['kpf'], 'date-period': '1860-01-01/1870-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
265,U9Q3FND6E,find me some performances in Paris!,find-performance,In which period?,True,"{'date-period': '', 'geo-city': 'Paris', 'number': ''}"
266,U9Q3FND6E,this week,find-performance,,False,"{'date-period': '2019-01-28/2019-02-03', 'geo-city': 'Paris', 'number': ''}"
267,U9Q3FND6E,Find me some performances in Paris,find-performance,In which period?,True,"{'date-period': '', 'geo-city': 'Paris', 'number': ''}"
268,U9Q3FND6E,Hi!,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
269,U9Q3FND6E,Are there any events in Paris?,find-performance,In which period?,True,"{'date-period': '', 'geo-city': 'Paris', 'number': ''}"
270,U9Q3FND6E,Mmhh... next week,find-performance,,False,"{'date-period': '2019-02-04/2019-02-10', 'geo-city': 'Paris', 'number': ''}"
271,U9Q3FND6E,Talk me about Jonathan Dove!,discover-artist,,False,{'doremus-artist': 'b16c9456-783a-3cb1-a629-a1a4d7e54a67'}
272,U9Q3FND6E,Ok so talk me about Rachmaninoff,discover-artist,,False,{'doremus-artist': 'fdf137f3-2f21-3c74-b039-3c7c9dedac05'}
273,U9Q3FND6E,Talk me about Racmaninoff,discover-artist,Ok! Who is the artist?,True,{'doremus-artist': ''}
274,U9Q3FND6E,Talk me about Rachmaninov,discover-artist,,False,{'doremus-artist': 'fdf137f3-2f21-3c74-b039-3c7c9dedac05'}
275,U9Q3FND6E,Now give me two of his works,works-by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': '', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': 'fdf137f3-2f21-3c74-b039-3c7c9dedac05', 'date-period': ''}"
276,U9Q3FND6E,No thanks,works-by - no,,False,{}
277,U9Q3FND6E,Find three artists born between 1860 and 1870 who wrote more works for piano,find-artist,,False,"{'number': '3', 'doremus-instrument': ['kpf'], 'date-period': '1860-01-01/1870-12-31', 'geo-city': '', 'doremus-strictly': '', 'doremus-genre': ''}"
278,U9Q3FND6E,Tell me the melodies by Debussy composed during 1890,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '1890', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
279,U9Q3FND6E,Tell me the melodies by Debussy composed during 1890,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '1890', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'date-period': ''}"
280,U9Q3FND6E,Tell me the melodies by Debussy composed between 1860 and 1870,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '1870', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': 'and', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': '1860-01-01/1860-12-31'}"
281,U9Q3FND6E,Tell me the melodies by Debussy composed between 1890 and 1900,works-by,"Ok! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '1900', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': 'and', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': '1890-01-01/1890-12-31'}"
282,U9Q3FND6E,Give me one work by Debussy,works-by,"Sure! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '1', 'doremus-artist': 'bcf39e82-e208-3049-b550-1feaae6071a6', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
283,U9Q3FND6E,Yes!,works-by - yes,"Ok, tell me what",False,{}
284,U9Q3FND6E,The genre,works-by-genre,"Ok! Just tell me the genre, please",True,{'doremus-genre': ''}
285,U9Q3FND6E,Melody,works-by-genre,Perfect! Do you want to add something?,False,{'doremus-genre': 'mld'}
286,U9Q3FND6E,Yes the composition year,works-by-years,Ok! What's the composition period?,True,{'date-period': ''}
287,U9Q3FND6E,Between 1890 and 1900,works-by-years,Perfect! Do you want to add something?,False,{'date-period': '1890-01-01/1900-12-31'}
288,U9Q3FND6E,No thanks,works-by - no,,False,{}
289,U9Q3FND6E,Bonjour!,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
290,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
291,U9Q3FND6E,hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
292,U9Q3FND6E,Hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
293,U9Q3FND6E,hello,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
294,U9Q3FND6E,give me 2 works by Mozart,works-by,"No problem! Do you want to add some filters? Like the artist, instruments, genre or composition period.",False,"{'number': '2', 'doremus-artist': '4802a043-23bb-3b8d-a443-4a3bd22ccc63', 'doremus-instrument': [], 'doremus-strictly': '', 'doremus-genre': '', 'doremus-artist-prev': '', 'date-period': ''}"
295,U9Q3FND6E,Hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
296,U9Q3FND6E,tell me something about Rachmaninoff,discover-artist,,False,{'doremus-artist': 'fdf137f3-2f21-3c74-b039-3c7c9dedac05'}
297,U9Q3FND6E,Hi,hello,Hi! Everyday I try to learn as much as possible about music. Try me if you don't believe it!,False,{}
298,U9Q3FND6E,are there any events in Paris,find-performance,In which period?,True,"{'date-period': '', 'geo-city': 'Paris', 'number': ''}"
299,U9Q3FND6E,this week,find-performance,,False,"{'date-period': '2019-01-28/2019-02-03', 'geo-city': 'Paris', 'number': ''}"
300,U9Q3FND6E,talk me about John Dove,discover-artist,,False,{'doremus-artist': 'a3ea7dfc-bd51-3abb-b50a-83b171faa260'}
301,U9Q3FND6E,find me some performances in two weeks,find-performance,,False,"{'date-period': '2019-02-02/2019-02-16', 'geo-city': '', 'number': ''}"
302,U9Q3FND6E,find me some performances in the next two weeks,find-performance,,False,"{'date-period': '2019-02-02/2019-02-16', 'geo-city': '', 'number': ''}"
303,U9Q3FND6E,Okay now talk me about Rachmaninoff,discover-artist,,False,{'doremus-artist': 'fdf137f3-2f21-3c74-b039-3c7c9dedac05'}
304,U9Q3FND6E,Talk me about Rachmaninov,discover-artist,,False,{'doremus-artist': 'fdf137f3-2f21-3c74-b039-3c7c9dedac05'}
305,U9Q3FND6E,Talk me about Rachmaninoff,discover-artist,,False,{'doremus-artist': 'fdf137f3-2f21-3c74-b039-3c7c9dedac05'}
